ID_REF,logFC,AveExpr,t,P.Value,adj.P.Val,B,Gene Symbol,Gene Description
1398527_at,1.043105443333333,6.142610868,5.692074268964868,0.000922460163706,0.2307645980279637,-0.2168288865566321,Aak1,AP2 associated kinase 1
1389548_at,1.782440026333333,6.925100406166667,5.642118344866351,0.0009690278264756,0.2307645980279637,-0.2579491308094672,Adhfe1,"alcohol dehydrogenase, iron containing, 1"
1385160_at,1.271575133,4.859210411833334,5.462571568730034,0.0011596262185421,0.2307645980279637,-0.4090354113815566,LOC691926,similar to Stabilin-2 precursor (Hyaluronan receptor for endocytosis)
1368317_at,1.529150327333333,8.754686514666666,5.446755902860296,0.0011783424574439,0.2307645980279637,-0.4225945248030873,Aqp7,aquaporin 7
1370522_at,1.184074242666667,6.663318713666667,5.439448308937543,0.0011871047517912,0.2307645980279637,-0.4288733270297103,Gcgr,glucagon receptor
1382202_at,1.219852129999999,7.037262598666667,5.433452684720585,0.0011943486146496,0.2307645980279637,-0.4340314081696075,Rnf187,ring finger protein 187
1391915_at,1.034677505333332,6.760013421333333,5.433106346335861,0.0011947685729664,0.2307645980279637,-0.4343295460646877,Hspa9,heat shock protein 9
1372848_at,2.141412734999999,7.4541660945,5.421581630360472,0.0012088381433472,0.2307645980279637,-0.4442615917330262,RGD1310269,hypothetical LOC314472
1368468_at,1.473933219666667,5.5402173995,5.419080373031228,0.0012119162516643,0.2307645980279637,-0.4464200705174148,Cyp11a1,"cytochrome P450, family 11, subfamily a, polypeptide 1"
1386880_at,1.004875823333333,11.163181305,5.358939857298675,0.0012886446878453,0.2307645980279637,-0.4986298006370742,Acaa2,acetyl-Coenzyme A acyltransferase 2 (mitochondrial 3-oxoacyl-Coenzyme A thiolase)
1377499_a_at,1.565133571333332,8.821257511666667,5.35632124210632,0.0012921074424952,0.2307645980279637,-0.5009167093764635,Hrc,histidine rich calcium binding protein
1381722_at,1.622585455999999,6.979097922666667,5.352655510619795,0.0012969724294965,0.2307645980279637,-0.5041200081762076,LOC501283,similar to lipid droplet associated protein
1391789_at,1.080163637666667,6.390920162166667,5.314181260773558,0.0013492937024303,0.2307645980279637,-0.5378757714799125,Txnl1,thioredoxin-like 1
1396179_at,1.813771406666667,8.515059868333333,5.266757814647619,0.0014170741182757,0.2307645980279637,-0.5798240122530123,LOC684425,"similar to Adenylosuccinate synthetase isozyme 1 (Adenylosuccinate synthetase, muscle isozyme) (IMP--aspartate ligase 1) (AdSS 1) (AMPSase 1)"
1374677_at,1.834898628999997,9.879159608833334,5.07493395589041,0.0017330492169526,0.2307645980279637,-0.7533919659784925,LOC684425,"similar to Adenylosuccinate synthetase isozyme 1 (Adenylosuccinate synthetase, muscle isozyme) (IMP--aspartate ligase 1) (AdSS 1) (AMPSase 1)"
1370390_at,1.257093430000001,9.092323621333334,5.073191749993546,0.0017362596357165,0.2307645980279637,-0.7549972737989084,Coro6,"coronin, actin binding protein 6"
1385518_at,1.794813632666667,7.930076360666667,4.997331498487021,0.0018827244382261,0.2307645980279637,-0.8254072189884436,RGD1304931,similar to RIKEN cDNA 2310042D19
1383015_at,1.703619957333333,6.650875568333333,4.958530295401172,0.0019629477464147,0.2307645980279637,-0.8618084279471132,RGD1311490,similar to DKFZP434P1750 protein
1382523_at,1.039032618333334,5.102967898166667,4.90347082117649,0.0020834295087735,0.2322125269057067,-0.9139157410059529,Dpm1,dolichol-phosphate (beta-D) mannosyltransferase 1
1379361_at,1.167807737999999,7.218072017,4.871830219525861,0.0021563934400404,0.2322125269057067,-0.9441017162629396,Pex11a,peroxisomal biogenesis factor 11A
1389825_at,1.135287841666666,3.985102693166667,4.84346502766826,0.0022242378327566,0.2322125269057067,-0.9713135732758378,LOC680117,similar to T-cell leukemia homeobox protein 2 (Homeobox protein Hox-11L1) (Homeobox TLX-2) (PMUR10F)
1370981_at,1.754706383333333,8.030009746666666,4.728616626575243,0.0025243791780019,0.2322125269057067,-1.082957480220978,Rxrg,retinoid X receptor gamma
1391429_at,2.158339659000001,7.2461526395,4.631524636972721,0.0028136106755933,0.2322125269057067,-1.179187782110207,Hfe2,hemochromatosis type 2 (juvenile) (human homolog)
1383499_at,1.018234093999999,7.245370944333334,4.631480118074685,0.0028137514942089,0.2322125269057067,-1.179232296563058,Amigo1,adhesion molecule with Ig like domain 1
1370773_a_at,3.97495238,6.721346378333333,4.618687439171847,0.0028545434520511,0.2322125269057067,-1.192038577631312,Kcnip2,Kv channel-interacting protein 2
1396347_at,1.222042242666666,7.699668805,4.590604563002358,0.0029464213966703,0.2322125269057067,-1.220255428369189,RGD1565926,RGD1565926
1372199_at,1.257978437666664,9.3037939065,4.534164588065484,0.0031412013188593,0.2322125269057067,-1.277398357427919,Pink1,PTEN induced putative kinase 1
1398313_a_at,1.283207575666667,6.429300626166667,4.48983217338079,0.0033042593732646,0.2322125269057067,-1.322690245986445,Kcnk3,"potassium channel, subfamily K, member 3"
1390739_at,1.115004856999999,6.3925417265,4.476193769929561,0.0033562991375793,0.2322125269057067,-1.336696074280145,Zfp609,zinc finger protein 609
1396140_at,1.052260717,9.273619016166666,4.444490123992137,0.0034808263265174,0.2322125269057067,-1.369385415332991,Lrrc39,leucine rich repeat containing 39
1367742_at,1.121183713333334,11.27140633,4.41029913138022,0.0036209069654123,0.2322125269057067,-1.404845939352438,Cpt1b,"carnitine palmitoyltransferase 1b, muscle"
1373987_at,3.805657702666666,8.264870324333334,4.409569318855023,0.003623964480843,0.2322125269057067,-1.40560518854397,Kcnip2,Kv channel-interacting protein 2
1388661_at,1.415614446,7.554046630666667,4.353142373107442,0.0038692728972841,0.2332845114630277,-1.464604361484033,Mtp18,mitochondrial protein 18 kDa
1391433_at,1.111198428333334,10.10111713583333,4.345551960482043,0.0039036548693849,0.2332845114630277,-1.472585455104057,Acot2,acyl-CoA thioesterase 2
1370336_at,1.730456511666666,7.166172424833333,4.337751741948527,0.0039393406503744,0.2332845114630277,-1.480798198240515,Osgin1,oxidative stress induced growth inhibitor 1
1373659_at,1.294286727666666,8.000697771833334,4.32834960512292,0.0039828369286235,0.2332845114630277,-1.490712462829228,LOC689926,hypothetical protein LOC689926
1391855_at,1.039285182333332,6.086781899166667,4.289160459698523,0.0041699589683757,0.2332845114630277,-1.532211527609767,LOC690085,similar to B-cell CLL/lymphoma 7A
1370419_a_at,1.107470198666667,10.77841441066667,4.268146333931884,0.0042742967423624,0.2332845114630277,-1.554580812778537,Sh3kbp1,SH3-domain kinase binding protein 1
1384863_at,1.232493719,7.7108217875,4.250020575541685,0.0043666197410678,0.2337378524555757,-1.573940836598118,Cpne7,copine VII
1375849_at,1.260761577666665,9.7612566945,4.204689199744347,0.0046073313585342,0.2364355124376368,-1.622624158087964,Rgma,"RGM domain family, member A"
1383257_at,1.063921530666666,4.572176019333333,4.147822401667914,0.0049303001999081,0.2370684482266562,-1.684231510281347,A2bp1,ataxin 2 binding protein 1
1373302_at,1.953278381666665,8.3409699595,4.126197342553966,0.005059622451807,0.2382272716350643,-1.707815673064041,Asah3l,N-acylsphingosine amidohydrolase 3-like
1370950_at,1.411214033666668,7.579907019833334,4.111172957953046,0.0051516772545415,0.2382272716350643,-1.724251882862896,Ppap2b,phosphatidic acid phosphatase type 2B
1385365_at,1.007186889666666,5.041973272833333,4.080657158189473,0.005344397443611,0.2382272716350643,-1.757763111776023,Extl1,exostoses (multiple)-like 1
1372084_at,1.049966176999998,10.23245811483333,4.048590411717154,0.005555529515682,0.2392494607709068,-1.793162056613163,Ptp4a3,protein tyrosine phosphatase 4a3
1387348_at,1.528998852,6.447574059333333,4.008017546468809,0.0058359650361143,0.2397481493590432,-1.838221638785384,Igfbp5,insulin-like growth factor binding protein 5
1368574_at,1.306860289333331,8.981499513666666,4.006802365434933,0.0058446016201665,0.2397481493590432,-1.83957585653811,Adra1b,"adrenergic receptor, alpha 1b"
1376927_at,1.172758579,8.098966678166667,3.97285807222254,0.0060916380853806,0.2414400067071855,-1.877513225953887,RGD1564978,similar to LOC432779 protein
1379390_at,1.029291629666667,7.8643821875,3.952154854202105,0.0062479454935547,0.2422225524942484,-1.900755369240862,St6galnac2,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"
1375958_at,1.011108239666666,8.587069590833334,3.946016348851776,0.00629513577616,0.2422225524942484,-1.907661714483821,Tsc22d4,"TSC22 domain family, member 4"
1388710_at,1.002462704666666,8.750218550333333,3.942693281563361,0.0063208457753098,0.2422225524942484,-1.911403319694656,Rreb1,ras responsive element binding protein 1
1377323_at,1.001006603333332,5.537971894,3.926495283531642,0.0064478331770306,0.2422225524942484,-1.929670280904526,Pla2g4b,"phospholipase A2, group IVB (cytosolic)"
1368249_at,1.509148916333331,9.138177236166667,3.906925369703907,0.0066050147479573,0.2422225524942484,-1.951803617506701,Klf15,Kruppel-like factor 15
1375931_at,1.129735151666665,6.898909648166667,3.897528410297743,0.0066819835048289,0.2422225524942484,-1.962456229111964,Rnf207,ring finger protein 207
1377655_at,1.032019773666665,6.9064813455,3.885137031661314,0.0067849911964842,0.2428489420294001,-1.97652791462683,Fgf12,fibroblast growth factor 12
1387698_at,1.081240653999998,7.793795426666667,3.845249178670036,0.007128610020871,0.2439348847903033,-2.022013748498268,Kcnj11,"potassium inwardly rectifying channel, subfamily J, member 11"
1387536_at,1.024285952333333,7.8318654695,3.828105768589424,0.0072821319979445,0.2439348847903033,-2.041651540041728,Scn5a,"sodium channel, voltage-gated, type 5, alpha subunit"
1392715_at,1.861538250999999,7.926873048166667,3.826462028240053,0.0072970416791498,0.2439348847903033,-2.043537232612843,Ppargc1b,"peroxisome proliferative activated receptor, gamma, coactivator 1 beta"
1377437_at,1.109137535,5.655633449166666,3.813174426293125,0.0074188061156502,0.2439348847903033,-2.058798597081676,Veph1,ventricular zone expressed PH domain homolog 1 (zebrafish)
1370982_at,1.088521957999998,10.90455182433333,3.795160494625647,0.0075874576636483,0.2439348847903033,-2.079539088622731,Pygm,muscle glycogen phosphorylase
1397366_at,1.855075359333334,6.111611604666667,3.793451371575336,0.0076036762262993,0.2439348847903033,-2.081509930762847,Asb14,ankyrin repeat and SOCS box-containing 14
1384610_at,1.021938482666667,6.017937898333334,3.789528046785791,0.0076410503328056,0.2439348847903033,-2.086036020236939,RGD1311456,similar to RIKEN cDNA B230380D07
1394462_at,1.548418363,6.381200313833333,3.786394313193371,0.0076710475060334,0.2439348847903033,-2.089653192933164,Obscnl,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF-like"
1373755_at,1.101638160333333,10.4424743665,3.768280460166778,0.0078469911537824,0.2442778557472266,-2.110595949300957,Lrrc39,leucine rich repeat containing 39
1369628_at,1.13590018,9.659906546333334,3.761913570256993,0.0079098815361299,0.2448991588475448,-2.11797112770678,Sv2b,synaptic vesicle glycoprotein 2b
1383749_at,1.624820072999998,8.746555646166666,3.734294426106695,0.0081891673835463,0.2462195332422813,-2.150047943553184,Phospho1,"phosphatase, orphan 1"
1370225_at,1.248549620666666,7.30408295,3.723739335543596,0.0082987403466747,0.2468209989295968,-2.162342483262584,Cited4,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4"
1368922_at,1.089284181666666,4.950590968166667,3.644610172555867,0.0091731872543989,0.2476012646865576,-2.2551395390366,Ecel1,endothelin converting enzyme-like 1
1374311_at,1.313199999333333,9.454550108333333,3.590582481471828,0.0098279436558572,0.2476012646865576,-2.319129657947895,Rnf207,ring finger protein 207
1387441_at,1.314507166333334,8.6098941165,3.585190371274041,0.0098960405703606,0.2476012646865576,-2.325543834991723,Kcnk3,"potassium channel, subfamily K, member 3"
1387049_at,1.317293483333333,11.46573018833333,3.577009965514903,0.0100003362641678,0.2476012646865576,-2.335284403378271,Myh6,"myosin, heavy polypeptide 6, cardiac muscle, alpha"
1392981_at,1.132568041666666,8.821658293166667,3.571177588912894,0.0100754282536939,0.2476012646865576,-2.342236166914297,Irx4,Iroquois related homeobox 4 (Drosophila)
1384197_at,1.057017167333333,4.787108500666667,3.562963793140874,0.0101822264216638,0.2476012646865576,-2.352036325056958,Dlgap1,"discs, large (Drosophila) homolog-associated protein 1"
1388153_at,1.037716866999999,11.02624877316667,3.542407974885727,0.0104549505418814,0.2484212447161638,-2.376612855521891,Acsl1,acyl-CoA synthetase long-chain family member 1
1372434_at,1.006708144666667,6.662596066666667,3.541780074650577,0.0104634056160318,0.2484212447161638,-2.377364709929754,Cip98,CASK-interacting protein CIP98
1373497_at,1.112018586666667,10.26263269,3.535762871774025,0.0105448101452849,0.2484212447161638,-2.384573182233397,Hipk2,homeodomain interacting protein kinase 2
1379286_at,1.243058522666666,4.536757628,3.519138233445147,0.0107733290440132,0.2485138445822886,-2.404521149978501,Rnf152,ring finger protein 152
1368701_at,1.152047316333331,7.411648511833334,3.509471807377346,0.0109086788257345,0.248966620238448,-2.41614149034873,Atp1a3,"ATPase, Na+/K+ transporting, alpha 3 polypeptide"
1367626_at,1.300961176666666,11.68116601166667,3.502602158615207,0.0110059936071623,0.249108730123102,-2.42440933455561,Ckm,"creatine kinase, muscle"
1391007_s_at,1.377702077333333,8.342345555666666,3.478452443754755,0.0113556712249738,0.2500907893488838,-2.453537378345184,Kcnj11,"potassium inwardly rectifying channel, subfamily J, member 11"
1375303_at,1.230431871333331,10.89413865433333,3.446115996863729,0.0118429544617731,0.2514020756359608,-2.492692595085298,Ldb3,LIM domain binding 3
1397446_at,1.266085307,7.995151519833333,3.429982960750318,0.0120945287015265,0.2526042633235547,-2.512292485388512,Rnf207,ring finger protein 207
1368342_at,1.190656503333332,9.099568446333333,3.413694306494532,0.01235443266355,0.2536067697156372,-2.532124930222025,Ampd3,adenosine monophosphate deaminase 3
1383072_at,1.003731410999999,10.87060706116667,3.405984424073194,0.0124795626403935,0.2547155692720877,-2.541527354409818,Pygm,muscle glycogen phosphorylase
1372639_at,1.07214546333333,11.18604024166667,3.321168264015401,0.0139506642163686,0.2608444070506927,-2.645597307876497,Trim54,tripartite motif-containing 54
1368536_at,1.254958153,4.363979975166667,3.307991846122466,0.0141956071732295,0.2616568357420017,-2.661867674177919,Enpp2,ectonucleotide pyrophosphatase/phosphodiesterase 2
1398265_at,1.213273842999999,8.229585726833333,3.279378232000921,0.0147436999766593,0.2628544314918665,-2.697293460027912,Abcc9,"ATP-binding cassette, sub-family C (CFTR/MRP), member 9"
1370960_at,1.529260794333333,9.106717666166666,3.27116125054002,0.0149052951064627,0.2630002646348092,-2.70749014878777,Igfbp5,insulin-like growth factor binding protein 5
1372372_at,1.219443956999999,6.280707835833334,3.257911679586734,0.0151699079060289,0.2634377149210172,-2.723953780164597,Cmbl,carboxymethylenebutenolidase homolog (Pseudomonas)
1389398_at,1.197957992333333,8.0557956695,3.253757793620091,0.015253908823215,0.2634377149210172,-2.729120840333686,Ank1,"ankyrin 1, erythroid"
1372280_at,1.021942454666667,10.34334007933333,3.242932353380931,0.015475194047597,0.2638503616700765,-2.74259905819852,Asb2,ankyrin repeat and SOCS box-containing protein 2
1387969_at,1.175886790333333,6.448627948833334,3.223610777000615,0.0158788141083827,0.2660642456662681,-2.766699462285183,Cxcl10,chemokine (C-X-C motif) ligand 10
1370080_at,1.529146196666667,10.347428005,3.21323419568224,0.0161002545461745,0.2668380621520384,-2.779665635223298,Hmox1,heme oxygenase (decycling) 1
1385740_at,1.081641038666666,6.755195379333333,3.199319852467648,0.0164024365317656,0.267135145486361,-2.797077626192473,Lrrc27,leucine rich repeat containing 27
1371138_at,1.209573745999999,5.480561415333334,3.173119115712017,0.0169881744171013,0.2679149335233139,-2.829941922455648,Trdn,triadin
1380076_at,1.177891572333333,6.363742748833333,3.120305707303101,0.0182384752336755,0.2695613862890073,-2.896488873414187,Asb18,ankyrin repeat and SOCS box-containing 18
1381576_at,1.203235308,6.323595365,3.081903391434396,0.0192096118380825,0.2715133197271422,-2.945123824885539,Pik3c2b,"phosphoinositide-3-kinase, class 2, beta polypeptide"
1396165_at,1.305086448666665,11.40075286233333,3.081038616573172,0.019232110100405,0.2715133197271422,-2.946221363385498,Myh6,"myosin, heavy polypeptide 6, cardiac muscle, alpha"
1369590_a_at,1.042503675666667,9.908110142166668,3.080983712768198,0.0192335394501075,0.2715133197271422,-2.946291048591473,Ddit3,DNA-damage inducible transcript 3
1367989_at,1.235886892999998,8.920052211166666,3.065083142166016,0.0196523273004782,0.2727389115851913,-2.966489633928755,Slc2a4,"solute carrier family 2 (facilitated glucose transporter), member 4"
1380250_at,1.310074488666666,6.225296497333334,3.045776448760444,0.0201740179487601,0.2750511986797427,-2.991060697237708,Sned1,"sushi, nidogen and EGF-like domains 1"
1381396_s_at,1.082750479333333,7.334717512333333,3.029586374680087,0.0206229403356847,0.2760812079174642,-3.011703384957189,Klf15,Kruppel-like factor 15
1383219_at,1.075544992666666,9.791550000333334,3.024786252423728,0.0207580872288451,0.276423872538412,-3.017830237072628,Clip4,"CAP-GLY domain containing linker protein family, member 4"
1376280_at,1.132243633666665,7.2771206695,3.002934595635422,0.0213854139404751,0.2770396247044603,-3.045759214097716,RGD1307284,"similar to protein kinase, lysine deficient 1; kinase deficient protein"
1368459_at,1.912575245,4.630497693833333,2.974119630443694,0.0222438306770581,0.2791919426207696,-3.082680830988696,Gdf10,growth differentiation factor 10
1369306_at,1.147279580666667,4.673236926333333,2.973059998068727,0.0222760917913304,0.2791919426207696,-3.08404055169872,Klrd1,"killer cell lectin-like receptor, subfamily D, member 1"
1387176_at,1.132290363333333,5.060374657333333,2.969675873673329,0.0223794586170043,0.2791919426207696,-3.088383990249447,Rph3al,rabphilin 3A-like (without C2 domains)
1367948_a_at,1.024968306333333,8.284830172833333,2.968717114426352,0.0224088366317253,0.2793155953547195,-3.089614790293713,Kdr,kinase insert domain protein receptor
1367892_at,1.016082763333331,9.855365435,2.961968433647732,0.0226167968489277,0.2795590410531306,-3.098281553070117,Pdk2,"pyruvate dehydrogenase kinase, isoenzyme 2"
1384115_at,1.228933333333332,9.578735033333334,2.953231675825577,0.0228890858593949,0.2801995525680832,-3.109509696255468,Acot2,acyl-CoA thioesterase 2
1391791_at,1.613094329333332,6.328320503333334,2.941125771023855,0.0232721760911622,0.2803363969622089,-3.125082992106901,Asah3l,N-acylsphingosine amidohydrolase 3-like
1370913_at,2.221826712333333,5.4165453115,2.936934577915475,0.0234063956408614,0.2804225735221391,-3.130478725281957,Rsad2,radical S-adenosyl methionine domain containing 2
1390824_at,1.003809769666665,8.192861159833333,2.883292532662003,0.0251990374855377,0.2863225673228855,-3.199718379930001,RGD1304963,similar to hypothetical protein MGC38716
1378423_at,2.119372845,7.457727511833333,2.876442519576643,0.0254382766267878,0.2869459885580291,-3.208583742988449,Atcay,"ataxia, cerebellar, Cayman type"
1383686_at,1.103537718333333,7.447901487499999,2.850018433910177,0.0263840221593461,0.2892682082700344,-3.242830252775201,Syngr1,synaptogyrin 1
1389066_at,1.032199544666665,10.358338831,2.771532828224909,0.0294197983426005,0.2973992647958184,-3.344978081566155,Rcan2,regulator of calcineurin 2
1396152_s_at,1.193196297333333,6.492315133333333,2.770348301590558,0.0294683548120244,0.2973992647958184,-3.346524365877308,Igfbp5,insulin-like growth factor binding protein 5
1369654_at,1.064192134333332,10.5734454795,2.757027762984438,0.0300202686390763,0.2985863520585575,-3.363922044378491,Prkaa2,"protein kinase, AMP-activated, alpha 2 catalytic subunit"
1382775_at,1.263912041999998,8.165529012666667,2.740243198000238,0.0307313138924025,0.3009172326007009,-3.385867133585188,Ryr2,"ryanodine receptor 2, cardiac"
1382303_at,1.046737988666666,7.355923811666667,2.725891592958246,0.0313534019348609,0.3023440145030202,-3.404651106184848,Phactr1,phosphatase and actin regulator 1
1397830_at,1.211686690666666,5.007875482333334,2.718255062330462,0.0316898225252553,0.302578267467908,-3.414653389575776,Igfbp5,insulin-like growth factor binding protein 5
1385014_at,1.139249006666666,5.684288899,2.706461333074792,0.032216887518007,0.3030577408681656,-3.430110448692019,Nudt11,nudix (nucleoside diphosphate linked moiety X)-type motif 11
1373510_at,1.054261684666666,6.905537367,2.703872924949927,0.0323337964654287,0.3030577408681656,-3.433504411054662,Vamp1,vesicle-associated membrane protein 1
1370824_at,1.096739609666666,5.534169753166666,2.700342625012202,0.0324939686634574,0.3036503783774686,-3.438134285525341,Slc38a3,"solute carrier family 38, member 3"
1379846_at,1.177281459333334,3.947920997666666,2.681719838829352,0.0333528473976753,0.3043818726807093,-3.462574123197738,Asah3l,N-acylsphingosine amidohydrolase 3-like
1387954_a_at,1.170601050333333,6.692160367833333,2.653530190955854,0.034698704170229,0.3081367792661201,-3.499620345213288,Grip2,glutamate receptor interacting protein 2
1374951_at,1.120353539999998,9.004092932,2.651267404364909,0.0348091844343225,0.3082681605872403,-3.50259661619796,Obscn,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF"
1368864_at,1.301429828,5.723088701666667,2.597497190792173,0.0375461346630472,0.3134143212456954,-3.573425113620992,Synpr,synaptoporin
1368523_at,1.112668991333334,7.041805585333333,2.548479952411259,0.0402378389963186,0.3202395794774601,-3.638148387805751,Cadps,Ca2+-dependent secretion activator
1398458_at,1.093370119999998,7.144393920666667,2.539073210423131,0.0407770637582393,0.3213308676666608,-3.650584013882999,RGD1307284,"similar to protein kinase, lysine deficient 1; kinase deficient protein"
1384745_at,1.025300502666665,6.481684287333334,2.521388266704218,0.0418113343763588,0.3238582036788003,-3.673974895113624,Piwil2,piwi like homolog 2 (Drosophila)
1389759_at,1.005630334333333,6.259354194166667,2.483276193387526,0.0441342598973886,0.3294602372896997,-3.724429564226435,Celsr1,"cadherin, EGF LAG seven-pass G-type receptor 1 (flamingo homolog, Drosophila)"
1380783_at,1.120635032666665,7.423465093,2.478961641074032,0.0444055649515013,0.3300594322243642,-3.730144913219607,Slco5a1,"solute carrier organic anion transporter family, member 5A1"
1397082_at,1.629632154999999,6.886384725833333,2.470883960678169,0.0449181712916727,0.3306244034661637,-3.740846886111317,Pfkfb3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3"
1373856_at,1.059881766666667,5.386025945333333,2.465600350567603,0.0452567894660321,0.3313842730233595,-3.747848214652697,RGD1305627,hypothetical LOC314467
1390766_at,1.985678355333333,7.549752871,2.463348046776946,0.0454019409265716,0.3318272589567935,-3.750833019837241,Tuba8,"tubulin, alpha 8"
1389812_at,1.05915308,5.885471741333333,2.451931311778725,0.0461451702354997,0.3337368951520482,-3.765965105595354,LOC494538,ABP beta
1388102_at,1.037972133666665,11.30640570316667,2.428725027784914,0.0476950509977066,0.337106452494927,-3.796734359401355,Ltb4dh,leukotriene B4 12-hydroxydehydrogenase
1398250_at,1.756180127333333,5.717416763333333,2.415415918112858,0.0486081665984751,0.3387105922128569,-3.814386571824905,Acot1,acyl-CoA thioesterase 1
1377497_at,1.060919126333334,6.9572496415,2.396906730609619,0.0499082157128024,0.3420405901291746,-3.838941226503821,Oasl1,2@#$%&-5@#$%& oligoadenylate synthetase-like 1
